	transaction_date	owner	ticker	asset_description	asset_type	type	amount	comment	senator	ptr_link	disclosure_date	disclosure_year	representative	district	cap_gains_over_200_usd
21288	2019/12/06	Dependent	AAPL	Apple Inc.		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013879.pdf	2020/01/09	2020.0	Hon. Roger W. Marshall	KS01	False
21315	2021/04/29	joint	SPLK	Splunk Inc		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018597.pdf	2021/05/01	2021.0	Hon. Donald Sternoff Honorable Beyer	VA08	False
21323	2021/06/24	joint	GOOG	Alphabet Inc - Class C Capital Stock		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019022.pdf	2021/07/04	2021.0	Hon. Donald Sternoff Honorable Beyer	VA08	False
21324	2021/06/18	joint	AAPL	Apple Inc		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019022.pdf	2021/07/04	2021.0	Hon. Donald Sternoff Honorable Beyer	VA08	False
21325	2021/06/17	joint	ASML	ASML Holding N.V. - New York Registry Shares		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019022.pdf	2021/07/04	2021.0	Hon. Donald Sternoff Honorable Beyer	VA08	False
21339	2021/06/18	joint	MSFT	Microsoft Corporation		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019022.pdf	2021/07/04	2021.0	Hon. Donald Sternoff Honorable Beyer	VA08	False
21343	2021/06/21	joint	TDOC	Teladoc Health, Inc.		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019022.pdf	2021/07/04	2021.0	Hon. Donald Sternoff Honorable Beyer	VA08	False
21396	2020/08/27	joint	ACN	Accenture plc Class A Ordinary Shares		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017313.pdf	2020/09/06	2020.0	Hon. Donald Sternoff Beyer	VA08	False
21397	2020/08/14	joint	ASML	ASML Holding N.V. - New York Registry Shares		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017313.pdf	2020/09/06	2020.0	Hon. Donald Sternoff Beyer	VA08	False
21482	2020/11/24		AAPL	Apple Inc.		Purchase	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017779.pdf	2020/12/02	2020.0	Hon. Michael Garcia	CA25	False
21503	2020/11/13	joint	BP	BP P.L.C.		Sale (Partial)	$50,001 - $100,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf	2020/12/02	2020.0	Hon. Greg Gianforte	MT00	False
21513	2020/11/13	joint	E	ENI S.P.A.		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf	2020/12/02	2020.0	Hon. Greg Gianforte	MT00	False
21514	2020/11/13	joint	EQNR	Equinor ASA		Sale (Partial)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf	2020/12/02	2020.0	Hon. Greg Gianforte	MT00	False
21518	2020/11/13	joint	GLPEY	Galp Energia, SA, Lisboa Unsponsored ADR Representing -B- Shares		Purchase	$50,001 - $100,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf	2020/12/02	2020.0	Hon. Greg Gianforte	MT00	False
21528	2020/11/13	joint	IPXHY	Inpex Corporation Unsponsored ADR		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf	2020/12/02	2020.0	Hon. Greg Gianforte	MT00	False
21535	2020/11/13	joint	VOPKY	Koninklijke Vopak NV Rotterdam Unsponsored ADR		Purchase	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf	2020/12/02	2020.0	Hon. Greg Gianforte	MT00	False
21541	2020/11/13	joint	MITSY	Mitsui & Company, ltd. American Depositary Shares		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf	2020/12/02	2020.0	Hon. Greg Gianforte	MT00	False
21546	2020/11/13	joint	NTOIY	Neste Oil OYJ Unsponsored ADR		Purchase	$50,001 - $100,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf	2020/12/02	2020.0	Hon. Greg Gianforte	MT00	False
21549	2020/11/13	joint	OMVKY	Omv Ag Bearer Shs Ats 100 American Depositary Shares		Purchase	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf	2020/12/02	2020.0	Hon. Greg Gianforte	MT00	False
21556	2020/11/13	joint	REPYY	Repsol S.A. Sponsored ADR		Sale (Partial)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf	2020/12/02	2020.0	Hon. Greg Gianforte	MT00	False
21572	2020/11/13	joint	TS	Tenaris S.A. American Depositary Shares		Sale (Partial)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf	2020/12/02	2020.0	Hon. Greg Gianforte	MT00	False
21576	2020/11/13	joint	TOT	Total SE		Sale (Partial)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf	2020/12/02	2020.0	Hon. Greg Gianforte	MT00	False
21583	2020/11/13	joint	WOPEY	Woodside Petroleum ltd American Depositary Shares		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf	2020/12/02	2020.0	Hon. Greg Gianforte	MT00	False
21710	2020/09/15	joint	ABCB	Ameris Bancorp		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017476.pdf	2020/10/13	2020.0	Hon. Josh Gottheimer	NJ05	False
21713	2020/09/15	joint	BBVA	Banco Bilbao Vizcaya Argentaria S.A.		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017476.pdf	2020/10/13	2020.0	Hon. Josh Gottheimer	NJ05	False
21719	2020/09/15	joint	CATY	Cathay General Bancorp		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017476.pdf	2020/10/13	2020.0	Hon. Josh Gottheimer	NJ05	False
21731	2020/09/15	joint	BEN	Franklin Resources, Inc.		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017476.pdf	2020/10/13	2020.0	Hon. Josh Gottheimer	NJ05	False
21733	2020/09/15	joint	HMN	Horace Mann Educators Corporation		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017476.pdf	2020/10/13	2020.0	Hon. Josh Gottheimer	NJ05	False
21741	2020/09/14	joint	MA	Mastercard Incorporated		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017476.pdf	2020/10/13	2020.0	Hon. Josh Gottheimer	NJ05	False
21742	2020/09/15	joint	EBSB	Meridian Bancorp, Inc.		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017476.pdf	2020/10/13	2020.0	Hon. Josh Gottheimer	NJ05	False
21746	2020/09/15	joint	PPBI	Pacific Premier Bancorp Inc		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017476.pdf	2020/10/13	2020.0	Hon. Josh Gottheimer	NJ05	False
21747	2020/09/25	joint	PYPL	PayPal Holdings, Inc.		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017476.pdf	2020/10/13	2020.0	Hon. Josh Gottheimer	NJ05	False
21752	2020/09/15	joint	SBCF	Seacoast Banking Corporation of Florida		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017476.pdf	2020/10/13	2020.0	Hon. Josh Gottheimer	NJ05	False
21758	2020/09/15	joint	WBS	Webster Financial Corporation		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017476.pdf	2020/10/13	2020.0	Hon. Josh Gottheimer	NJ05	False
21759	2020/09/30	joint	WFC	Wells Fargo & Company		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017476.pdf	2020/10/13	2020.0	Hon. Josh Gottheimer	NJ05	False
21762	2020/09/02	Dependent	INTC	Intel Corporation		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017513.pdf	2020/10/13	2020.0	Hon. Roger W. Marshall	KS01	False
21763	2020/09/15	Dependent	INTC	Intel Corporation		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017513.pdf	2020/10/13	2020.0	Hon. Roger W. Marshall	KS01	False
21764	2020/09/15	Dependent	MSFT	Microsoft Corporation		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017513.pdf	2020/10/13	2020.0	Hon. Roger W. Marshall	KS01	False
21765	2020/09/03	Dependent	MSFT	Microsoft Corporation		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017513.pdf	2020/10/13	2020.0	Hon. Roger W. Marshall	KS01	False
21768	2020/09/15	Dependent	SNE	Sony Corporation		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017513.pdf	2020/10/13	2020.0	Hon. Roger W. Marshall	KS01	False
21769	2020/08/31	Dependent	SNE	Sony Corporation		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017513.pdf	2020/10/13	2020.0	Hon. Roger W. Marshall	KS01	False
21770	2020/08/31	Dependent	SNE	Sony Corporation		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017513.pdf	2020/10/13	2020.0	Hon. Roger W. Marshall	KS01	False
21935	2020/04/02		AMG	Affiliated Managers Group, Inc.		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
21936	2020/04/02		AFL	AFLAC Incorporated		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
21937	2020/04/02		ADS	Alliance Data Systems Corporation		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
21940	2020/04/02		AIG	American International Group, Inc. New		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
21948	2020/04/02		BAC	Bank of America Corporation		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
21950	2020/04/02		COF	Capital One Financial Corporation		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
21955	2020/04/24		SCHW	Charles Schwab Corporation		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
21956	2020/04/02		SCHW	Charles Schwab Corporation		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
21958	2020/04/02		CB	Chubb Limited		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
21959	2020/04/15		CB	Chubb Limited		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
21960	2020/04/02		C	Citigroup, Inc.		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
21961	2020/04/02		CFG	Citizens Financial Group, Inc.		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
21964	2020/04/02		CMA	Comerica Incorporated		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
21969	2020/04/02		DFS	Discover Financial Services		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
21982	2020/04/02		FITB	Fifth Third Bancorp		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
21989	2020/04/02		GS	Goldman Sachs Group, Inc.		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
21991	2020/04/02		HIG	Hartford Financial Services Group, Inc.		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
21994	2020/04/02		HBAN	Huntington Bancshares Incorporated		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
21997	2020/04/02		IVZ	Invesco ltd		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
22000	2020/04/02		JPM	JP Morgan Chase & Co.		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
22001	2020/04/02		KEY	KeyCorp		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
22008	2020/04/02		LNC	Lincoln National Corporation		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
22009	2020/04/02		L	Loews Corporation		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
22011	2020/04/02		MTB	M&T Bank Corporation		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
22015	2020/04/02		MS	Morgan Stanley		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
22022	2020/04/02		PBCT	People's United Financial, Inc.		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
22024	2020/04/02		PNC	PNC Financial Services Group, Inc.		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
22026	2020/04/02		PFG	Principal Financial Group Inc		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
22027	2020/04/02		PRU	Prudential Financial, Inc.		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
22042	2020/04/02		SYF	Synchrony Financial		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
22045	2020/04/02		BK	The Bank of New York Mellon Corporation		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
22047	2020/04/02		TRV	The Travelers Companies, Inc.		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
22049	2020/04/02		TFC	Truist Financial Corporation		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
22051	2020/04/02		USB	U.S. Bancorp		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
22061	2020/04/02		WFC	Wells Fargo & Company		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
22064	2020/04/02		ZION	Zions Bancorporation N.A.		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf	2020/05/07	2020.0	Hon. Dean Phillips	MN03	False
22123	2020/01/07		BRK.B	Berkshire Hathaway Inc. New		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015014.pdf	2020/02/07	2020.0	Hon. Dean Phillips	MN03	False
22126	2020/01/08		SCHW	Charles Schwab Corporation		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015014.pdf	2020/02/07	2020.0	Hon. Dean Phillips	MN03	False
22127	2020/01/08		SCHW	Charles Schwab Corporation		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015014.pdf	2020/02/07	2020.0	Hon. Dean Phillips	MN03	False
22128	2020/01/09		SCHW	Charles Schwab Corporation		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015014.pdf	2020/02/07	2020.0	Hon. Dean Phillips	MN03	False
22129	2020/01/17		SCHW	Charles Schwab Corporation		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015014.pdf	2020/02/07	2020.0	Hon. Dean Phillips	MN03	False
22130	2020/01/07		CB	Chubb Limited		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015014.pdf	2020/02/07	2020.0	Hon. Dean Phillips	MN03	False
22141	2020/01/27		JPM	JP Morgan Chase & Co.		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015014.pdf	2020/02/07	2020.0	Hon. Dean Phillips	MN03	True
22142	2020/01/28		JPM	JP Morgan Chase & Co.		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015014.pdf	2020/02/07	2020.0	Hon. Dean Phillips	MN03	True
22146	2020/01/14		NTRS	Northern Trust Corporation		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015014.pdf	2020/02/07	2020.0	Hon. Dean Phillips	MN03	False
22147	2020/01/15		NTRS	Northern Trust Corporation		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015014.pdf	2020/02/07	2020.0	Hon. Dean Phillips	MN03	False
22157	2020/01/22		SYF	Synchrony Financial		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015014.pdf	2020/02/07	2020.0	Hon. Dean Phillips	MN03	False
22159	2020/01/15		WFC	Wells Fargo & Company		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015014.pdf	2020/02/07	2020.0	Hon. Dean Phillips	MN03	False
22160	2020/01/15		WFC	Wells Fargo & Company		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015014.pdf	2020/02/07	2020.0	Hon. Dean Phillips	MN03	False
22223	2021/05/04	self	NVDA	NVIDIA Corporation - 10 shares		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019060.pdf	2021/07/09	2021.0	Hon. Pete Sessions	TX32	False
22310	2019/12/23		QCOM	QualCOMM Incorporated		Sale (Full)	$1,001 -			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf	2020/01/10	2020.0	Hon. Mikie Sherrill	NJ11	True
22311	2019/12/27		QCOM	QualCOMM Incorporated		Sale (Full)	$1,001 -			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf	2020/01/10	2020.0	Hon. Mikie Sherrill	NJ11	True
22312	2019/12/30		QCOM	QualCOMM Incorporated		Sale (Full)	$1,001 -			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf	2020/01/10	2020.0	Hon. Mikie Sherrill	NJ11	True
22408	2020/04/17	joint	AAGIY	AIA Group, Ltd. Sponsored American Depository Receipt		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016556.pdf	2020/05/13	2020.0	Hon. Josh Gottheimer	NJ05	False
22425	2020/04/17	joint	MA	Mastercard Incorporated		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016556.pdf	2020/05/13	2020.0	Hon. Josh Gottheimer	NJ05	False
22539	2020/05/18		GS	Goldman Sachs Group, Inc.		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016732.pdf	2020/06/10	2020.0	Hon. Josh Gottheimer	NJ05	False
22543	2020/05/18		JPM	JP Morgan Chase & Co.		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016732.pdf	2020/06/10	2020.0	Hon. Josh Gottheimer	NJ05	False
22554	2020/05/18		BX	The Blackstone Group Inc. Class A		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016732.pdf	2020/06/10	2020.0	Hon. Josh Gottheimer	NJ05	False
22561	2020/04/22	self	GOOGL	Alphabet Inc. - Class A		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016738.pdf	2020/06/10	2020.0	Hon. Ed Perlmutter	CO07	False
22563	2020/04/22	self	AAPL	Apple Inc.		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016738.pdf	2020/06/10	2020.0	Hon. Ed Perlmutter	CO07	False
