official,ticker,tdate_purch_og,tdate_purch_edited,0. one_week,profit one_week,1. two_weeks,profit two_weeks,2. four_weeks,profit four_weeks,3. eight_weeks,profit eight_weeks,4. sixteen_weeks,profit sixteen_weeks,5. thirty_two_weeks,profit thirty_two_weeks,6. year,profit year
"Yarmuth, John A.",CRON,2020/11/05,2020/11/05,2020/11/12,0.1533,2020/11/19,0.1881,2020/12/03,0.4074,2020/12/31,0.157,2021/02/25,0.8193,2021/06/17,0.4107,2021/11/04,-0.0975
"Wyden, Ronald L.",FB,2020/05/20,2020/05/20,2020/05/27,-0.0062,2020/06/03,0.0146,2020/06/17,0.0325,2020/07/15,0.0624,2020/09/09,0.2097,2020/12/30,0.2096,2021/05/19,0.3602
"Conaway, K. M.",JNJ,2020/10/16,2020/10/16,2020/10/23,-0.0134,2020/10/30,-0.0831,2020/11/13,0.0103,2020/12/11,0.03,2021/02/05,0.1134,2021/05/28,0.1502,2021/10/15,0.0894
"Gottheimer, Josh",EXAS,2020/01/10,2020/01/10,2020/01/17,-0.1528,2020/01/24,-0.1376,2020/02/07,-0.0812,2020/03/06,-0.369,2020/05/01,-0.272,2020/08/21,-0.227,2021/01/08,0.2559
"Lee, Susie",HRI,2020/06/05,2020/06/05,2020/06/12,-0.1744,2020/06/19,-0.1565,2020/07/03,-0.105,2020/07/31,-0.0284,2020/09/25,0.0569,2021/01/15,0.9823,2021/06/04,2.2667
"Perdue Jr., David A.",EPD,2016/02/17,2016/02/17,2016/02/24,-0.0185,2016/03/02,0.0166,2016/03/16,0.0602,2016/04/13,0.0866,2016/06/08,0.2598,2016/09/28,0.1863,2017/02/15,0.2593
"Cisneros, Gilbert",CRY,2020/08/12,2020/08/12,2020/08/19,-0.0229,2020/08/26,-0.0588,2020/09/09,-0.1362,2020/10/07,-0.1262,2020/12/02,0.0036,2021/03/24,0.0757,2021/08/11,0.2557
"Beyer, Donald S.",EL,2020/10/08,2020/10/08,2020/10/15,-0.0047,2020/10/22,0.0437,2020/11/05,0.0477,2020/12/03,0.1034,2021/01/28,0.0838,2021/05/20,0.3422,2021/10/07,0.4202
"Carper, Thomas R.",LDP,2020/09/22,2020/09/22,2020/09/29,-0.0447,2020/10/06,-0.0285,2020/10/20,-0.0238,2020/11/17,0.0219,2021/01/12,0.0515,2021/05/04,0.1365,2021/09/21,0.122
"Roberts, Pat",WF,2017/08/01,2017/08/01,2017/08/08,-0.0222,2017/08/15,-0.0446,2017/08/29,-0.0385,2017/09/26,-0.1116,2017/11/21,-0.1631,2018/03/13,-0.135,2018/07/31,-0.1154
"Perdue Jr., David A.",RF,2018/01/03,2018/01/03,2018/01/10,0.0374,2018/01/17,0.0449,2018/01/31,0.1096,2018/02/28,0.1295,2018/04/25,0.0886,2018/08/15,0.0964,2019/01/02,-0.2293
"Phillips, Dean",DLR,2020/04/02,2020/04/02,2020/04/09,0.1192,2020/04/16,0.0555,2020/04/30,0.1095,2020/05/28,0.0683,2020/07/23,0.0897,2020/11/12,0.0577,2021/04/01,0.062
"Gianforte, Greg",LUKOY,2020/01/13,2020/01/13,2020/01/20,0.0219,2020/01/27,-0.0203,2020/02/10,-0.0658,2020/03/09,-0.4056,2020/05/04,-0.3862,2020/08/24,-0.3468,2021/01/11,-0.2943
"Perdue Jr., David A.",GPK,2018/12/20,2018/12/20,2018/12/27,0.0148,2019/01/03,0.0249,2019/01/17,0.111,2019/02/14,0.1989,2019/04/11,0.2329,2019/08/01,0.4099,2019/12/19,0.604
"Perdue Jr., David A.",PEP,2018/04/20,2018/04/20,2018/04/27,-0.0155,2018/05/04,-0.051,2018/05/18,-0.0582,2018/06/15,0.0226,2018/08/10,0.0898,2018/11/30,0.1552,2019/04/19,0.2177
"Shalala, Donna",AVY,2019/03/06,2019/03/06,2019/03/13,0.0196,2019/03/20,0.0218,2019/04/03,0.047,2019/05/01,0.0113,2019/06/26,0.0279,2019/10/16,0.0533,2020/03/04,0.1022
"McCaul, Michael T.",ZTS,2020/11/25,2020/11/25,2020/12/02,-0.005,2020/12/09,-0.0127,2020/12/23,0.0028,2021/01/20,0.0127,2021/03/17,-0.0247,2021/07/07,0.2143,2021/11/24,0.3855
"Roe, David P.",MRCK,2020/06/23,2020/06/23,2020/06/30,-0.0106,2020/07/07,0.0177,2020/07/21,0.0218,2020/08/18,0.0853,2020/10/13,0.035,2021/02/02,0.0071,2021/06/22,0.0294
"Whitehouse, Sheldon",GOOGL,2016/04/12,2016/04/12,2016/04/19,0.0295,2016/04/26,-0.0334,2016/05/10,-0.0296,2016/06/07,-0.0323,2016/08/02,0.053,2016/11/22,0.0402,2017/04/11,0.1073
"Whitehouse, Sheldon",F,2018/09/07,2018/09/07,2018/09/14,0.0053,2018/09/21,0.0523,2018/10/05,-0.0224,2018/11/02,-0.0016,2018/12/28,-0.1569,2019/04/19,0.016,2019/09/06,-0.0069
"Perdue Jr., David A.",DIS,2016/11/11,2016/11/11,2016/11/18,0.0176,2016/11/25,0.0179,2016/12/09,0.0752,2017/01/06,0.1185,2017/03/03,0.1414,2017/06/23,0.0703,2017/11/10,0.0836
"Langevin, James R.",DIA,2019/05/23,2019/05/23,2019/05/30,-0.0108,2019/06/06,0.0103,2019/06/20,0.0507,2019/07/18,0.0686,2019/09/12,0.0713,2020/01/02,0.1301,2020/05/21,-0.0342
"Collins, Susan M.",FB,2014/02/19,2014/02/19,2014/02/26,0.0293,2014/03/05,0.0405,2014/03/19,0.005,2014/04/16,-0.1334,2014/06/11,-0.0395,2014/10/01,0.137,2015/02/18,0.1196
"Perdue Jr., David A.",RF,2017/08/11,2017/08/11,2017/08/18,-0.0099,2017/08/25,0.0215,2017/09/08,-0.0662,2017/10/06,0.0789,2017/12/01,0.1542,2018/03/23,0.2923,2018/08/10,0.3447
"Cisneros, Gilbert",GS,2020/04/29,2020/04/29,2020/05/06,-0.0701,2020/05/13,-0.093,2020/05/27,0.0716,2020/06/24,0.0436,2020/08/19,0.0641,2020/12/09,0.2651,2021/04/28,0.8164
"Murray, Patty",WFC,2017/03/16,2017/03/16,2017/03/23,-0.0609,2017/03/30,-0.0519,2017/04/13,-0.1191,2017/05/11,-0.0905,2017/07/06,-0.0537,2017/10/26,-0.0554,2018/03/15,-0.0407
"Green, Mark",USAC,2020/10/22,2020/10/22,2020/10/29,-0.1238,2020/11/05,-0.1022,2020/11/19,0.0317,2020/12/17,0.097,2021/02/11,0.2975,2021/06/03,0.3799,2021/10/21,0.5496
"Conaway, K. M.",DIA,2020/02/10,2020/02/10,2020/02/17,0.0043,2020/02/24,-0.0366,2020/03/09,-0.1696,2020/04/06,-0.2351,2020/06/01,-0.1284,2020/09/21,-0.0753,2021/02/08,0.074
"Cisneros, Gilbert",HUM,2020/03/18,2020/03/18,2020/03/25,0.036,2020/04/01,0.2068,2020/04/15,0.4393,2020/05/13,0.5652,2020/07/08,0.5942,2020/10/28,0.7167,2021/03/17,0.657
"Capito, Shelley M.",AMT,2017/09/08,2017/09/08,2017/09/15,-0.0111,2017/09/22,-0.0511,2017/10/06,-0.0506,2017/11/03,-0.0295,2017/12/29,-0.018,2018/04/20,-0.0553,2018/09/07,0.0114
"Langevin, James R.",GNRC,2020/10/26,2020/10/26,2020/11/02,0.0141,2020/11/09,0.077,2020/11/23,0.0605,2020/12/21,0.0649,2021/02/15,0.6796,2021/06/07,0.57,2021/10/25,1.2466
"Conaway, K. M.",JNJ,2020/08/10,2020/08/10,2020/08/17,0.0058,2020/08/24,0.022,2020/09/07,0.0036,2020/10/05,-0.0065,2020/11/30,-0.0297,2021/03/22,0.0739,2021/08/09,0.17
"Evans, Dwight",DEO,2020/03/02,2020/03/02,2020/03/09,-0.0487,2020/03/16,-0.1992,2020/03/30,-0.114,2020/04/27,-0.0567,2020/06/22,-0.0251,2020/10/12,-0.0206,2021/03/01,0.1111
"Green, Mark",NGL,2020/08/11,2020/08/11,2020/08/18,-0.1127,2020/08/25,-0.091,2020/09/08,-0.1885,2020/10/06,-0.1268,2020/12/01,-0.5016,2021/03/23,-0.5146,2021/08/10,-0.6306
"Cisneros, Gilbert",SPY,2020/09/09,2020/09/09,2020/09/16,0.0037,2020/09/23,-0.0379,2020/10/07,0.001,2020/11/04,0.0125,2020/12/30,0.0966,2021/04/21,0.2188,2021/09/08,0.3261
"Perdue Jr., David A.",RF,2018/10/23,2018/10/23,2018/10/30,0.0177,2018/11/06,0.0853,2018/11/20,-0.0152,2018/12/18,-0.1646,2019/02/12,-0.0305,2019/06/04,-0.1111,2019/10/22,-0.0093
"Gianforte, Greg",LOGI,2020/12/01,2020/12/01,2020/12/08,0.0204,2020/12/15,0.0343,2020/12/29,0.0987,2021/01/26,0.1779,2021/03/23,0.2165,2021/07/13,0.3972,2021/11/30,-0.0858
"Gottheimer, Josh",HELE,2020/03/02,2020/03/02,2020/03/09,-0.1485,2020/03/16,-0.3006,2020/03/30,-0.1549,2020/04/27,-0.1168,2020/06/22,0.066,2020/10/12,0.1931,2021/03/01,0.2979
"Whitehouse, Sheldon",BABA,2018/08/28,2018/08/28,2018/09/04,-0.047,2018/09/11,-0.135,2018/09/25,-0.0878,2018/10/23,-0.1938,2018/12/18,-0.2085,2019/04/09,0.0394,2019/08/27,-0.0736
"Gianforte, Greg",ERIC,2020/11/13,2020/11/13,2020/11/20,0.0232,2020/11/27,0.0465,2020/12/11,-0.0076,2021/01/08,0.0186,2021/03/05,0.0165,2021/06/25,0.0655,2021/11/12,-0.0714
"Reed, John F.",ESRX,2015/04/23,2015/04/23,2015/04/30,0.0052,2015/05/07,-0.0261,2015/05/21,0.0392,2015/06/18,0.0306,2015/08/13,0.0306,2015/12/03,-0.0086,2016/04/21,-0.1521
"Perdue Jr., David A.",HYH,2016/01/21,2016/01/21,2016/01/28,-0.0194,2016/02/04,0.0223,2016/02/18,0.0259,2016/03/17,0.1391,2016/05/12,0.1734,2016/09/01,0.4775,2017/01/19,0.5396
"Banks, James E.",PASO,2020/11/24,2020/11/24,2020/12/01,0.0,2020/12/08,-0.0833,2020/12/22,0.4167,2021/01/19,-0.0833,2021/03/16,-0.3333,2021/07/06,-0.6389,2021/11/23,-0.8889
"Wyden, Ronald L.",TRIP,2020/06/05,2020/06/05,2020/06/12,-0.171,2020/06/19,-0.2502,2020/07/03,-0.2164,2020/07/31,-0.1838,2020/09/25,-0.2351,2021/01/15,0.3719,2021/06/04,0.6741
"Perdue Jr., David A.",UHAL,2018/02/28,2018/02/28,2018/03/07,-0.0515,2018/03/14,-0.0138,2018/03/28,-0.0063,2018/04/25,-0.012,2018/06/20,0.0408,2018/10/10,-0.0186,2019/02/27,0.092
"Phillips, Dean",ABT,2020/09/23,2020/09/23,2020/09/30,0.0386,2020/10/07,0.0381,2020/10/21,0.0315,2020/11/18,0.0784,2021/01/13,0.0672,2021/05/05,0.1391,2021/09/22,0.2061
"Lee, Susie",HASI,2020/09/18,2020/09/18,2020/09/25,-0.0213,2020/10/02,0.0744,2020/10/16,0.1579,2020/11/13,0.2475,2021/01/08,0.7428,2021/04/30,0.3303,2021/09/17,0.4261
"Green, Mark",PBFX,2020/10/22,2020/10/22,2020/10/29,-0.1275,2020/11/05,-0.0944,2020/11/19,0.0313,2020/12/17,0.0747,2021/02/11,0.237,2021/06/03,0.8355,2021/10/21,0.6559
"Capito, Shelley M.",PG,2018/12/13,2018/12/13,2018/12/20,-0.0482,2018/12/27,-0.0592,2019/01/10,-0.0493,2019/02/07,0.0123,2019/04/04,0.0776,2019/07/25,0.171,2019/12/12,0.303
"Collins, Susan M.",SRCL,2014/11/10,2014/11/10,2014/11/17,-0.0034,2014/11/24,-0.0045,2014/12/08,0.0256,2015/01/05,0.0262,2015/03/02,0.066,2015/06/22,0.0772,2015/11/09,-0.022
"Carper, Thomas R.",PEP,2020/04/02,2020/04/02,2020/04/09,0.1032,2020/04/16,0.1207,2020/04/30,0.0907,2020/05/28,0.0876,2020/07/23,0.1286,2020/11/12,0.1897,2021/04/01,0.1686
"Roberts, Pat",FB,2018/10/12,2018/10/12,2018/10/19,0.0088,2018/10/26,-0.0499,2018/11/09,-0.0531,2018/12/07,-0.0995,2019/02/01,0.0862,2019/05/24,0.1826,2019/10/11,0.1961
"Wyden, Ronald L.",NVDA,2020/05/26,2020/05/26,2020/06/02,-0.0201,2020/06/09,0.0004,2020/06/23,0.067,2020/07/21,0.1676,2020/09/15,0.4634,2021/01/05,0.4859,2021/05/25,0.7531
"Courtney, Joe",BLL,2020/05/01,2020/05/01,2020/05/08,0.0054,2020/05/15,-0.0493,2020/05/29,0.0922,2020/06/26,0.0584,2020/08/21,0.1752,2020/12/11,0.4243,2021/04/30,0.4402
"Cisneros, Gilbert",LUV,2020/01/13,2020/01/13,2020/01/20,0.0052,2020/01/27,0.0383,2020/02/10,0.0588,2020/03/09,-0.1798,2020/05/04,-0.4945,2020/08/24,-0.3323,2021/01/11,-0.1256
"Whitehouse, Sheldon",T,2015/07/07,2015/07/07,2015/07/14,-0.0201,2015/07/21,-0.0303,2015/08/04,-0.027,2015/09/01,-0.088,2015/10/27,-0.0625,2016/02/16,0.0242,2016/07/05,0.2247
"Cisneros, Gilbert",VCYT,2019/12/12,2019/12/12,2019/12/19,0.013,2019/12/26,0.0315,2020/01/09,-0.0221,2020/02/06,-0.0601,2020/04/02,-0.2848,2020/07/23,0.0902,2020/12/10,0.9477
"Gianforte, Greg",AAGIY,2020/01/03,2020/01/03,2020/01/10,0.0166,2020/01/17,0.0168,2020/01/31,-0.0846,2020/02/28,-0.1059,2020/04/24,-0.1778,2020/08/14,-0.1099,2021/01/01,0.1593
"Roberts, Pat",AAPL,2018/08/28,2018/08/28,2018/09/04,0.0372,2018/09/11,0.0033,2018/09/25,0.007,2018/10/23,-0.0035,2018/12/18,-0.2447,2019/04/09,-0.085,2019/08/27,-0.0623
"Marchant, Kenny",JNJ,2020/11/19,2020/11/19,2020/11/26,-0.0176,2020/12/03,0.0144,2020/12/17,0.0369,2021/01/14,0.0973,2021/03/11,0.0904,2021/07/01,0.1283,2021/11/18,0.1145
"Carper, Thomas R.",TMO,2017/08/31,2017/08/31,2017/09/07,0.0251,2017/09/14,0.0301,2017/09/28,0.0108,2017/10/26,0.0766,2017/12/21,0.0378,2018/04/12,0.1554,2018/08/30,0.2938
"Loeffler, Kelly",CR,2020/03/20,2020/03/20,2020/03/27,0.1377,2020/04/03,0.0801,2020/04/17,0.2458,2020/05/15,0.1281,2020/07/10,0.2829,2020/10/30,0.1887,2021/03/19,1.2248
"Gottheimer, Josh",FLT,2020/10/16,2020/10/16,2020/10/23,0.0408,2020/10/30,-0.1193,2020/11/13,0.0521,2020/12/11,0.098,2021/02/05,0.0665,2021/05/28,0.1067,2021/10/15,0.0784
"Courtney, Joe",HD,2019/12/31,2019/12/31,2020/01/07,0.0058,2020/01/14,0.0283,2020/01/28,0.0728,2020/02/25,0.1115,2020/04/21,-0.0715,2020/08/11,0.2732,2020/12/29,0.2312
"Collins, Susan M.",USB,2016/09/23,2016/09/23,2016/09/30,-0.0027,2016/10/07,0.0161,2016/10/21,0.0165,2016/11/18,0.1406,2017/01/13,0.2054,2017/05/05,0.2081,2017/09/22,0.2418
"Whitehouse, Sheldon",TSLA,2017/07/28,2017/07/28,2017/08/04,0.0423,2017/08/11,0.0636,2017/08/25,0.046,2017/09/22,0.0725,2017/11/17,-0.0481,2018/03/09,-0.0316,2018/07/27,-0.1027
"Carper, Thomas R.",SWKS,2020/11/20,2020/11/20,2020/11/27,-0.0193,2020/12/04,0.0495,2020/12/18,0.0511,2021/01/15,0.0945,2021/03/12,0.2158,2021/07/02,0.3684,2021/11/19,0.1554
"Carper, Thomas R.",DD,2013/12/16,2013/12/16,2013/12/23,0.0615,2013/12/30,0.0695,2014/01/13,0.0161,2014/02/10,0.0957,2014/04/07,0.1607,2014/07/28,0.2941,2014/12/15,0.0408
"Hoeven, John",NOG,2015/01/16,2015/01/16,2015/01/23,0.0178,2015/01/30,0.0073,2015/02/13,0.4157,2015/03/13,0.171,2015/05/08,0.2002,2015/08/28,-0.1078,2016/01/15,-0.5429
"Frankel, Lois",WSO,2020/03/03,2020/03/03,2020/03/10,0.0706,2020/03/17,-0.0213,2020/03/31,-0.0645,2020/04/28,0.0053,2020/06/23,0.0654,2020/10/13,0.4416,2021/03/02,0.5009
"Capito, Shelley M.",APD,2018/04/24,2018/04/24,2018/05/01,-0.0214,2018/05/08,-0.0073,2018/05/22,0.0265,2018/06/19,-0.0261,2018/08/14,-0.0015,2018/12/04,0.0001,2019/04/23,0.194
"Perdue Jr., David A.",URBN,2017/08/24,2017/08/24,2017/08/31,0.0104,2017/09/07,0.089,2017/09/21,0.146,2017/10/19,0.1792,2017/12/14,0.6139,2018/04/05,0.881,2018/08/23,1.3009
"Murray, Patty",PSA,2017/03/16,2017/03/16,2017/03/23,0.0203,2017/03/30,-0.0117,2017/04/13,0.0149,2017/05/11,-0.0602,2017/07/06,-0.0707,2017/10/26,-0.0882,2018/03/15,-0.122
"Gottheimer, Josh",AMZN,2020/03/17,2020/03/17,2020/03/24,0.0869,2020/03/31,0.11,2020/04/14,0.2625,2020/05/12,0.3459,2020/07/07,0.7083,2020/10/27,0.8334,2021/03/16,0.7493
"Green, Mark",SPH,2020/08/04,2020/08/04,2020/08/11,0.1236,2020/08/18,0.0408,2020/09/01,0.0242,2020/09/29,0.2175,2020/11/24,0.2718,2021/03/16,0.2258,2021/08/03,0.25
"Whitehouse, Sheldon",GS,2018/08/28,2018/08/28,2018/09/04,-0.0287,2018/09/11,-0.0542,2018/09/25,-0.0407,2018/10/23,-0.1086,2018/12/18,-0.2966,2019/04/09,-0.1772,2019/08/27,-0.1835
"Phillips, Dean",NFLX,2020/09/23,2020/09/23,2020/09/30,0.0353,2020/10/07,0.0961,2020/10/21,0.0365,2020/11/18,0.0066,2021/01/13,0.0472,2021/05/05,0.0441,2021/09/22,0.2243
"Shalala, Donna",SRC,2019/03/19,2019/03/19,2019/03/26,0.0206,2019/04/02,0.0624,2019/04/16,0.0801,2019/05/14,0.1463,2019/07/09,0.1916,2019/10/29,0.318,2020/03/17,-0.366
"Cisneros, Gilbert",ADC,2020/07/30,2020/07/30,2020/08/06,0.0181,2020/08/13,-0.0013,2020/08/27,0.0149,2020/09/24,-0.07,2020/11/19,-0.0405,2021/03/11,-0.0169,2021/07/29,0.1201
"Gottheimer, Josh",DASTY,2020/12/03,2020/12/03,2020/12/10,-0.0034,2020/12/17,0.0549,2020/12/31,0.0983,2021/01/28,0.0878,2021/03/25,0.148,2021/07/15,0.3953,2021/12/02,0.6022
"Cisneros, Gilbert",PEB,2020/01/29,2020/01/29,2020/02/05,0.0355,2020/02/12,0.0501,2020/02/26,-0.0858,2020/03/25,-0.5742,2020/05/20,-0.4963,2020/09/09,-0.4557,2021/01/27,-0.1944
"Malinowski, Tom",ANIK,2019/08/01,2019/08/01,2019/08/08,0.0353,2019/08/15,0.0058,2019/08/29,0.0399,2019/09/26,-0.0295,2019/11/21,0.051,2020/03/12,-0.4128,2020/07/30,-0.3425
"Cisneros, Gilbert",IPG,2020/03/18,2020/03/18,2020/03/25,0.0477,2020/04/01,0.0424,2020/04/15,0.0578,2020/05/13,0.0799,2020/07/08,0.183,2020/10/28,0.2706,2021/03/17,1.0683
"Phillips, Dean",BLL,2020/04/02,2020/04/02,2020/04/09,0.058,2020/04/16,0.0326,2020/04/30,0.0079,2020/05/28,0.0702,2020/07/23,0.1249,2020/11/12,0.4514,2021/04/01,0.3147
"Gottheimer, Josh",QDEL,2020/03/02,2020/03/02,2020/03/09,0.0235,2020/03/16,0.0048,2020/03/30,0.2658,2020/04/27,0.7751,2020/06/22,1.6409,2020/10/12,2.5252,2021/03/01,1.1552
"Gianforte, Greg",NSRGY,2020/01/03,2020/01/03,2020/01/10,-0.032,2020/01/17,0.0049,2020/01/31,0.0109,2020/02/28,-0.0648,2020/04/24,0.002,2020/08/14,0.0914,2021/01/01,0.0858
"Capito, Shelley M.",LOW,2016/04/19,2016/04/19,2016/04/26,-0.0079,2016/05/03,-0.0152,2016/05/17,-0.0087,2016/06/14,-0.0042,2016/08/09,0.0623,2016/11/29,-0.0737,2017/04/18,0.0678
"Lee, Susie",LITE,2020/10/19,2020/10/19,2020/10/26,-0.0193,2020/11/02,-0.0179,2020/11/16,-0.005,2020/12/14,0.0511,2021/02/08,0.0691,2021/05/31,-0.0471,2021/10/18,0.0101
"Phillips, Dean",TAP,2020/04/02,2020/04/02,2020/04/09,0.2159,2020/04/16,0.1289,2020/04/30,0.0789,2020/05/28,0.0188,2020/07/23,-0.0625,2020/11/12,0.0874,2021/04/01,0.3219
"Roberts, Pat",AAPL,2015/03/17,2015/03/17,2015/03/24,0.0065,2015/03/31,-0.0084,2015/04/14,0.0009,2015/05/12,-0.0051,2015/07/07,-0.012,2015/10/27,-0.0886,2016/03/15,-0.1736
"Wyden, Ronald L.",DHI,2020/07/28,2020/07/28,2020/08/04,0.0077,2020/08/11,0.0317,2020/08/25,0.1246,2020/09/22,0.0981,2020/11/17,0.1037,2021/03/09,0.2067,2021/07/27,0.3707
"Whitehouse, Sheldon",FB,2016/02/16,2016/02/16,2016/02/23,0.0412,2016/03/01,0.0649,2016/03/15,0.0759,2016/04/12,0.0783,2016/06/07,0.1607,2016/09/27,0.256,2017/02/14,0.3067
"Gianforte, Greg",SBGSY,2020/01/14,2020/01/14,2020/01/21,0.0095,2020/01/28,-0.0156,2020/02/11,0.0176,2020/03/10,-0.0929,2020/05/05,-0.1263,2020/08/25,0.2233,2021/01/12,0.4927
"Perdue Jr., David A.",BAX,2015/08/26,2015/08/26,2015/09/02,0.0019,2015/09/09,-0.0136,2015/09/23,-0.0431,2015/10/21,-0.0594,2015/12/16,0.0071,2016/04/06,0.1196,2016/08/24,0.279
"Capito, Shelley M.",CLX,2018/04/24,2018/04/24,2018/05/01,0.0168,2018/05/08,0.0434,2018/05/22,0.0421,2018/06/19,0.1111,2018/08/14,0.2337,2018/12/04,0.4353,2019/04/23,0.3318
"Perdue Jr., David A.",ALB,2019/10/28,2019/10/28,2019/11/04,0.0447,2019/11/11,0.0577,2019/11/25,0.0267,2019/12/23,0.1192,2020/02/17,0.3861,2020/06/08,0.3459,2020/10/26,0.4753
"Capito, Shelley M.",UNH,2020/12/31,2020/12/31,2021/01/07,0.042,2021/01/14,0.0203,2021/01/28,-0.0202,2021/02/25,-0.0492,2021/04/22,0.1393,2021/08/12,0.1696,2021/12/30,0.4571
"Roberts, Pat",AAPL,2014/08/01,2014/08/01,2014/08/08,-0.0176,2014/08/15,0.019,2014/08/29,0.0715,2014/09/26,0.0403,2014/11/21,0.2202,2015/03/13,0.2954,2015/07/31,0.2723
"Cisneros, Gilbert",PATK,2020/07/17,2020/07/17,2020/07/24,-0.0029,2020/07/31,0.0152,2020/08/14,0.0049,2020/09/11,-0.1775,2020/11/06,-0.0264,2021/02/26,0.2374,2021/07/16,0.1439
"Whitehouse, Sheldon",AMGN,2017/05/24,2017/05/24,2017/05/31,0.0008,2017/06/07,0.0422,2017/06/21,0.095,2017/07/19,0.152,2017/09/13,0.2263,2018/01/03,0.1568,2018/05/23,0.155
"Shalala, Donna",UNICY,2019/02/22,2019/02/22,2019/03/01,-0.0231,2019/03/08,0.1308,2019/03/22,0.0723,2019/04/19,0.0108,2019/06/14,-0.0369,2019/10/04,-0.0362,2020/02/21,0.06
"Perdue Jr., David A.",FDX,2019/05/15,2019/05/15,2019/05/22,-0.035,2019/05/29,-0.0698,2019/06/12,-0.0606,2019/07/10,-0.0533,2019/09/04,-0.0703,2019/12/25,-0.1099,2020/05/13,-0.3502
"McKinley, David B.",RPM,2020/08/25,2020/08/25,2020/09/01,-0.0078,2020/09/08,-0.0421,2020/09/22,-0.0706,2020/10/20,0.0365,2020/12/15,0.0096,2021/04/06,0.0943,2021/08/24,-0.0255
"Loeffler, Kelly",DD,2020/04/07,2020/04/07,2020/04/14,0.03,2020/04/21,0.0238,2020/05/05,0.2063,2020/06/02,0.3631,2020/07/28,0.4387,2020/11/17,0.6514,2021/04/06,1.0416
"Gianforte, Greg",HTHIY,2020/11/13,2020/11/13,2020/11/20,0.0277,2020/11/27,0.0534,2020/12/11,0.0503,2021/01/08,0.1151,2021/03/05,0.3038,2021/06/25,0.542,2021/11/12,0.7133
"Perdue Jr., David A.",NWS,2020/03/23,2020/03/23,2020/03/30,0.0221,2020/04/06,0.052,2020/04/20,0.0735,2020/05/18,0.3638,2020/07/13,0.4409,2020/11/02,0.5705,2021/03/22,1.9642
"Marchant, Kenny",ADBE,2020/11/19,2020/11/19,2020/11/26,0.029,2020/12/03,0.0473,2020/12/17,0.0616,2021/01/14,0.0059,2021/03/11,-0.0311,2021/07/01,0.2567,2021/11/18,0.4421
"Shalala, Donna",TCEHY,2019/01/29,2019/01/29,2019/02/05,0.0306,2019/02/12,0.0202,2019/02/26,0.0018,2019/03/26,0.0236,2019/05/21,-0.0148,2019/09/10,-0.0083,2020/01/28,0.094
"Cisneros, Gilbert",ICUI,2020/03/31,2020/03/31,2020/04/07,0.0559,2020/04/14,0.0244,2020/04/28,0.1464,2020/05/26,-0.0292,2020/07/21,-0.0326,2020/11/10,-0.0277,2021/03/30,0.0452
"Carper, Thomas R.",GLAD,2017/08/31,2017/08/31,2017/09/07,0.0011,2017/09/14,0.0022,2017/09/28,0.024,2017/10/26,0.0616,2017/12/21,0.0169,2018/04/12,-0.0556,2018/08/30,0.066
"Frankel, Lois",POR,2020/11/30,2020/11/30,2020/12/07,-0.0044,2020/12/14,0.0064,2020/12/28,-0.004,2021/01/25,-0.004,2021/03/22,0.1231,2021/07/12,0.104,2021/11/29,0.1909
"Murray, Patty",QCOM,2017/03/16,2017/03/16,2017/03/23,-0.0259,2017/03/30,-0.0175,2017/04/13,-0.0892,2017/05/11,-0.0614,2017/07/06,-0.0592,2017/10/26,-0.0755,2018/03/15,0.0252
"Perdue Jr., David A.",T,2019/02/01,2019/02/01,2019/02/08,-0.0266,2019/02/15,0.0032,2019/03/01,0.0269,2019/03/29,0.0348,2019/05/24,0.0695,2019/09/13,0.2627,2020/01/31,0.2448
"Green, Mark",GEL,2020/07/07,2020/07/07,2020/07/14,-0.0266,2020/07/21,0.0985,2020/08/04,0.0352,2020/09/01,-0.172,2020/10/27,-0.2604,2021/02/16,0.1212,2021/07/06,0.8124
"Perdue Jr., David A.",GM,2018/07/16,2018/07/16,2018/07/23,-0.0056,2018/07/30,-0.0409,2018/08/13,-0.0791,2018/09/10,-0.1357,2018/11/05,-0.0829,2019/02/25,0.0226,2019/07/15,-0.0066
"Whitehouse, Sheldon",BIIB,2015/08/10,2015/08/10,2015/08/17,-0.0009,2015/08/24,-0.1098,2015/09/07,-0.0278,2015/10/05,-0.0858,2015/11/30,-0.0793,2016/03/21,-0.1984,2016/08/08,-0.0059
"Clark, Katherine M.",LHX,2020/04/03,2020/04/03,2020/04/10,0.0378,2020/04/17,0.1183,2020/05/01,0.0431,2020/05/29,0.0862,2020/07/24,-0.0494,2020/11/13,0.063,2021/04/02,0.1415
"Rutherford, John",CODYY,2020/12/22,2020/12/22,2020/12/29,0.0169,2021/01/05,0.0218,2021/01/19,0.1313,2021/02/16,0.1176,2021/04/13,0.372,2021/08/03,0.5882,2021/12/21,0.4564
"Perdue Jr., David A.",URBN,2017/05/15,2017/05/15,2017/05/22,-0.098,2017/05/29,-0.1072,2017/06/12,-0.1584,2017/07/10,-0.1556,2017/09/04,0.0047,2017/12/25,0.6509,2018/05/14,0.8861
"Wyden, Ronald L.",KR,2020/08/04,2020/08/04,2020/08/11,-0.0183,2020/08/18,0.0281,2020/09/01,0.0027,2020/09/29,-0.0446,2020/11/24,-0.0636,2021/03/16,0.0162,2021/08/03,0.187
